,55_feats_7.28_rmse,48_feats_7.25_rmse,152_feats_6.97_rmse
naaCH_11,0,0,0
naaCH_12,0,0,0
naaCH_2,0,0,0
naaCH_3,0,0,0
naaCH_4,0,0,0
naaCH_5,0,0,0
naaCH_6,0,0,0
naaCH_7,0,0,0
naaCH_8,0,0,1
naaNH_0,0,0,0
naaNH_1,0,0,0
naaN_0,0,0,0
naaN_2,0,0,0
naaS_0,0,0,0
naaS_1,0,0,0
naaS_2,0,0,0
naaaC_0,0,0,0
naaaC_2,0,0,0
naasC_0,0,0,0
naasC_1,0,0,0
naasC_2,0,0,0
naasC_3,0,0,0
naasC_4,0,0,0
naasC_5,0,0,0
naasC_6,1,1,0
naasN_0,0,0,0
naasN_1,0,0,0
ndO_0,0,0,1
ndO_1,0,0,1
ndO_2,0,0,0
ndO_3,0,0,0
nddssS_0,0,0,0
nddssS_1,0,0,0
ndsCH_0,0,0,0
ndsCH_1,0,0,0
ndsCH_3,0,0,0
ndsN_0,0,0,0
ndsN_1,0,0,0
ndsN_2,0,0,0
ndssC_0,0,0,0
ndssC_1,1,0,0
ndssC_2,0,0,0
ndssC_6,0,0,0
nsBr_0,0,0,0
nsBr_1,0,0,1
nsBr_2,0,0,0
nsCH3_0,0,0,0
nsCH3_1,0,0,0
nsCH3_2,0,0,1
nsCH3_3,0,0,0
nsCH3_4,0,0,0
nsCH3_5,0,0,0
nsCH3_6,0,0,0
nsCH3_7,0,0,0
nsCl_0,0,0,0
nsCl_1,0,0,0
nsF_0,0,1,1
nsF_1,0,0,1
nsF_3,0,0,0
nsI_0,0,0,0
nsI_1,0,0,0
nsNH2_0,0,0,0
nsNH2_1,0,0,0
nsNH2_2,0,0,0
nsOH_0,0,0,0
nsOH_1,0,0,0
nssCH2_0,0,0,0
nssCH2_1,0,0,0
nssCH2_2,0,0,0
nssCH2_4,0,0,0
nssCH2_5,0,1,1
nssNH_0,0,0,0
nssNH_1,0,0,0
nssNH_2,0,0,0
nssO_0,0,0,0
nssO_1,0,0,0
nssO_2,0,0,0
nssO_3,0,0,0
nssS_0,0,0,0
nssS_1,0,0,0
nsssB_0,0,0,0
nsssB_1,0,0,0
nsssCH_0,0,0,0
nsssCH_1,0,0,0
nsssCH_2,0,0,0
nsssN_0,0,0,0
nsssN_1,0,0,0
nsssN_2,0,0,0
nssssC_0,0,0,1
nssssC_1,0,0,0
nssssC_2,0,0,0
nssssC_3,0,0,0
nwHBa_1,0,0,0
nwHBa_10,0,0,0
nwHBa_12,0,0,0
nwHBa_13,0,0,0
nwHBa_16,0,0,0
nwHBa_18,0,0,0
nwHBa_2,0,0,0
nwHBa_6,0,0,0
nwHBa_7,0,0,0
nwHBa_8,0,0,0
nwHBa_9,0,0,0
piPC1,0,0,0
piPC10,0,0,0
piPC2,0,0,0
piPC3,0,0,0
piPC4,0,0,0
piPC5,0,0,0
piPC6,0,0,0
piPC7,0,0,0
piPC8,0,0,0
piPC9,0,0,0
sumI,0,0,0
topoDiameter_10,0,0,0
topoDiameter_11,0,0,0
topoDiameter_12,0,0,0
topoDiameter_13,0,0,0
topoDiameter_14,0,0,0
topoDiameter_15,0,0,0
topoDiameter_17,0,0,0
topoDiameter_18,0,0,1
topoDiameter_19,0,0,1
topoDiameter_4,0,0,0
topoDiameter_5,0,0,1
topoDiameter_6,0,0,0
topoDiameter_7,0,0,0
topoDiameter_8,0,0,0
topoDiameter_9,0,0,0
topoRadius_10,0,0,0
topoRadius_3,0,0,1
topoRadius_4,0,0,0
topoRadius_5,0,0,0
topoRadius_6,0,0,0
topoRadius_7,0,0,0
topoRadius_8,0,0,0
topoRadius_9,0,0,0
topoShape,0,0,0
